cellIndex,embedding1,embedding2,cell_type
3240,1.9490336,6.2153068,Beta
3241,5.288992,0.09288903,Beta
3242,4.1017876,-4.22042,Pre-endocrine
3243,-8.944336,-1.5494668,Ductal
3244,2.8880355,0.40712494,Epsilon
3245,3.8883388,1.7723237,Epsilon
3246,3.53487,3.9930823,Beta
3247,7.6545563,1.3036174,Alpha
3248,3.105008,5.01903,Beta
3249,-10.598378,-1.3636519,Ductal
3250,7.941132,2.8731577,Alpha
3251,9.360009,-1.2066541,Delta
3252,6.5465794,2.2704,Alpha
3253,-5.507449,-3.4383612,Ngn3 high EP
3254,4.8057437,0.9399095,Beta
3255,4.7676706,3.4806273,Beta
3256,-11.164391,-0.9300439,Ductal
3257,-1.7413499,-3.9006124,Ngn3 high EP
3258,-8.617489,-0.8583241,Ngn3 low EP
3259,3.573473,0.90717304,Pre-endocrine
3260,5.322759,1.3457962,Beta
3261,-10.791601,4.9600015,Ductal
3262,-10.634447,0.57489854,Ductal
3263,7.0047216,3.822643,Alpha
3264,-8.089976,0.544756,Ngn3 low EP
3265,-2.23698,-3.7676861,Ngn3 high EP
3266,-8.942372,3.1308434,Ductal
3267,8.290081,4.907939,Alpha
3268,5.947429,1.112579,Beta
3269,4.6538577,2.413908,Beta
3270,5.7744827,-1.7656041,Pre-endocrine
3271,-9.250384,1.9750572,Ductal
3272,6.94897,4.2180405,Alpha
3273,-9.779785,5.1191235,Ductal
3274,5.4223027,0.57824785,Beta
3275,4.7802324,-3.8452704,Pre-endocrine
3276,-9.208654,-0.6500344,Ngn3 low EP
3277,-9.515919,-0.8652788,Ductal
3278,-3.7102222,-3.9159093,Ngn3 high EP
3279,-11.595456,5.466562,Ductal
3280,-12.133611,3.5588923,Ngn3 low EP
3281,-5.0653243,-3.4757285,Ngn3 high EP
3282,2.5652773,5.8437824,Beta
3283,-11.127897,4.290145,Ductal
3284,-9.634763,1.1162184,Ductal
3285,-8.288487,-1.7860253,Ngn3 low EP
3286,-8.283001,2.8382623,Ductal
3287,-2.2538764,-2.8610475,Ngn3 high EP
3288,-2.372506,-2.5565758,Ngn3 high EP
3289,7.003385,4.0309753,Alpha
3290,3.1861794,4.817816,Beta
3291,2.8871212,2.1128964,Epsilon
3292,-1.6716139,-4.239286,Ngn3 high EP
3293,2.2774475,1.5366029,Epsilon
3294,3.9162965,2.4039514,Epsilon
3295,-10.441655,3.3066373,Ductal
3296,6.005229,2.027597,Beta
3297,-11.7960205,4.9581127,Ductal
3298,-9.8132105,2.807458,Ductal
3299,6.668726,2.0775678,Alpha
3300,-10.449508,1.2321903,Ductal
3301,6.326122,2.0441773,Alpha
3302,-10.176479,6.009998,Ductal
3303,6.66056,4.093653,Alpha
3304,5.691958,1.679279,Pre-endocrine
3305,-4.585396,-3.3968053,Ngn3 high EP
3306,-9.9248905,0.7809895,Ductal
3307,-10.983704,5.85137,Ductal
3308,0.10468864,-3.2827313,Ngn3 high EP
3309,3.9844918,-4.3958545,Pre-endocrine
3310,-10.828022,3.5895712,Ductal
3311,-9.1928625,0.56453323,Ductal
3312,-10.296893,0.60745776,Ductal
3313,2.1195242,-4.5113487,Ngn3 high EP
3314,7.4908953,1.5467111,Alpha
3315,4.276242,3.4834194,Beta
3316,-9.367031,-1.5261405,Ngn3 low EP
3317,4.975053,-2.4043741,Pre-endocrine
3318,-1.5660167,-3.6353786,Ngn3 high EP
3319,5.8237634,2.5358257,Beta
3320,2.717212,5.865118,Beta
3321,-8.995721,1.2936478,Ductal
3322,7.9451857,1.3772856,Alpha
3323,5.776459,-0.6761702,Pre-endocrine
3324,-10.480133,-0.055897463,Ductal
3325,-7.5567894,-1.8433781,Ngn3 high EP
3326,-9.052008,0.42880067,Ductal
3327,5.3283396,2.0185242,Beta
3328,-3.4455283,-4.2071314,Ngn3 high EP
3329,-1.2108362,-4.7996397,Ngn3 high EP
3330,8.800503,-1.3249571,Delta
3331,-7.462007,-1.4478532,Ngn3 low EP
3332,6.754327,-0.07227983,Pre-endocrine
3333,-9.959538,0.09277571,Ngn3 low EP
3334,-10.068035,-1.413173,Ductal
3335,3.211215,4.294565,Beta
3336,-10.088614,-0.97611845,Ductal
3337,5.124625,1.6148815,Beta
3338,5.961632,2.6682565,Alpha
3339,4.713338,-3.9889147,Pre-endocrine
3340,7.3301535,0.88708586,Alpha
3341,-9.331545,0.07630078,Ngn3 low EP
3342,-3.4471529,-3.9496508,Ngn3 high EP
3343,5.80596,-1.3143202,Pre-endocrine
3344,4.9902844,2.6812763,Beta
3345,-10.386935,4.9259377,Ngn3 low EP
3346,-4.5705447,-3.2038136,Ngn3 high EP
3347,-8.782312,0.1952403,Ngn3 low EP
3348,1.629157,-2.7849784,Pre-endocrine
3349,8.020035,4.8393784,Alpha
3350,2.4790494,4.828404,Beta
3351,-9.329246,0.26825207,Ductal
3352,2.7019985,-3.6492054,Pre-endocrine
3353,-9.24065,-0.1915168,Ductal
3354,-4.3904276,-3.7661445,Ngn3 high EP
3355,4.44714,-0.4633284,Pre-endocrine
3356,7.301875,4.1249294,Alpha
3357,4.930727,2.602017,Beta
3358,1.9658728,0.84974194,Epsilon
3359,-1.1230097,-4.9661236,Ngn3 high EP
3360,2.9196975,5.3307395,Beta
3361,-10.692728,-0.123680755,Ductal
3362,-10.828777,4.6460085,Ductal
3363,-0.40019777,-4.15132,Ngn3 high EP
3364,5.759311,0.45926416,Beta
3365,-4.914341,-3.2556176,Ngn3 high EP
3366,-12.00255,3.7817667,Ngn3 low EP
3367,2.157737,-4.7122808,Ngn3 high EP
3368,7.1320667,4.263799,Alpha
3369,1.0379419,-4.952495,Ngn3 high EP
3370,3.774058,2.5189013,Epsilon
3371,0.25574142,-3.1150782,Ngn3 high EP
3372,-10.245889,0.52048826,Ductal
3373,-9.11182,0.5352271,Ngn3 low EP
3374,6.0522428,-0.74763596,Pre-endocrine
3375,5.7471943,0.9212082,Beta
3376,8.587255,4.3653827,Alpha
3377,1.0355145,-2.9057863,Pre-endocrine
3378,5.6121216,-1.4937655,Pre-endocrine
3379,3.2639165,0.5351428,Pre-endocrine
3380,3.9183605,3.781322,Beta
3381,-1.6601225,-4.467767,Ngn3 high EP
3382,-9.304523,1.4364269,Ductal
3383,5.848971,-2.6644876,Pre-endocrine
3384,-9.500974,-0.009619295,Ductal
3385,-11.209026,-0.13110307,Ductal
3386,-10.108688,-0.3738746,Ngn3 low EP
3387,1.1683394,-4.888338,Ngn3 high EP
3388,4.7320795,0.60582995,Pre-endocrine
3389,5.849278,-2.4657118,Pre-endocrine
3390,-9.218119,1.1987513,Ductal
3391,-5.257141,-3.3982282,Ngn3 high EP
3392,7.335326,1.3624641,Alpha
3393,-2.8534222,-3.2757792,Ngn3 high EP
3394,-11.932412,1.9190938,Ductal
3395,5.3595247,-2.349715,Pre-endocrine
3396,5.3746467,1.7398217,Beta
3397,6.5051656,2.9330728,Alpha
3398,-10.694381,0.7282713,Ngn3 low EP
3399,5.4479055,-0.04101819,Beta
3400,-10.33282,-1.1904751,Ductal
3401,-5.969287,-2.361582,Ngn3 high EP
3402,-5.116809,-3.7930672,Ngn3 high EP
3403,-11.683599,4.5486035,Ductal
3404,-10.066669,5.429803,Ductal
3405,-10.889197,-1.2863542,Ductal
3406,3.4871001,-4.3511333,Pre-endocrine
3407,-11.058939,6.0130043,Ductal
3408,2.7277496,6.1127,Beta
3409,6.0606933,-2.9056304,Pre-endocrine
3410,-10.215721,0.7379198,Ductal
3411,4.6826286,0.50986826,Beta
3412,-2.489799,-2.2711177,Ngn3 high EP
3413,5.6058116,0.71538913,Beta
3414,-9.557991,1.9020467,Ductal
3415,-3.8005557,-4.0613003,Ngn3 high EP
3416,-10.813456,-0.89025605,Ductal
3417,-10.075324,5.0714293,Ductal
3418,-9.259452,4.0974574,Ngn3 low EP
3419,7.860896,-1.0617602,Delta
3420,-8.137203,2.4502714,Ductal
3421,-9.907021,-1.2081568,Ductal
3422,-10.105676,-0.5050958,Ductal
3423,-11.155005,3.9334562,Ductal
3424,4.4941964,2.6286774,Beta
3425,-9.357093,-1.5416559,Ductal
3426,5.0861516,1.4428006,Beta
3427,1.6891019,-0.37978297,Epsilon
3428,2.6477172,-3.8756182,Pre-endocrine
3429,-11.425537,5.091131,Ductal
3430,4.0870595,3.637953,Beta
3431,4.1085367,2.952996,Beta
3432,-11.673002,3.3998392,Ductal
3433,5.473214,-3.42275,Pre-endocrine
3434,-11.981852,4.5939894,Ductal
3435,-9.714906,2.265131,Ductal
3436,5.8125744,1.393243,Beta
3437,7.9907928,5.50127,Alpha
3438,-10.145468,-0.8576263,Ductal
3439,-8.7502165,4.3313437,Ngn3 low EP
3440,5.611056,-1.0550052,Pre-endocrine
3441,4.4061847,-3.7614417,Pre-endocrine
3442,6.6366715,4.2302985,Alpha
3443,4.1323895,3.5869288,Beta
3444,-11.551416,3.0895126,Ductal
3445,8.605805,-1.1912602,Delta
3446,7.333028,5.263666,Alpha
3447,2.3013961,6.4542885,Beta
3448,-11.840385,1.2072667,Ductal
3449,1.3717763,-3.8605025,Ngn3 high EP
3450,-2.2775257,-2.4354217,Ngn3 high EP
3451,6.290097,4.1395264,Alpha
3452,6.387202,-1.7473699,Pre-endocrine
3453,4.4891953,-2.7059774,Pre-endocrine
3454,5.0753655,0.96973515,Beta
3455,6.050404,1.6020813,Beta
3456,-0.72420007,-3.91506,Ngn3 high EP
3457,-9.296904,-0.03953967,Ductal
3458,7.634461,3.477059,Alpha
3459,-9.908816,3.3783882,Ductal
3460,-11.593908,1.4963092,Ductal
3461,-10.995916,0.599871,Ngn3 low EP
3462,-10.253343,6.123114,Ductal
3463,7.8444204,4.0226,Alpha
3464,3.2638407,2.5978906,Epsilon
3465,6.156519,1.2888489,Beta
3466,-11.479376,4.9647894,Ductal
3467,7.6489034,4.3909354,Alpha
3468,-9.748277,-0.87535423,Ngn3 low EP
3469,1.6328652,-0.39686874,Epsilon
3470,4.4144907,2.105587,Beta
3471,-8.491961,0.17717524,Ngn3 low EP
3472,-6.7012115,-2.4621072,Ngn3 high EP
3473,1.6750875,-0.14929478,Epsilon
3474,3.1948805,5.9314847,Beta
3475,3.5711913,4.8357563,Beta
3476,7.6358986,1.7427877,Alpha
3477,6.0003357,1.064856,Beta
3478,3.6383328,1.3119661,Epsilon
3479,-9.824477,4.9370217,Ductal
3480,-9.635221,0.71397567,Ductal
3481,6.2182875,-0.15691003,Pre-endocrine
3482,-9.638986,-0.69635767,Ductal
3483,3.9064808,4.1219873,Beta
3484,-11.645293,5.137493,Ductal
3485,2.4165206,6.2873893,Beta
3486,6.6614957,3.8286934,Alpha
3487,-10.544383,-1.5323185,Ngn3 low EP
3488,2.6407025,0.65043247,Epsilon
3489,2.3572807,5.7370915,Beta
3490,-12.273853,2.837031,Ductal
3491,5.807965,-1.444458,Pre-endocrine
3492,-5.9216013,-2.922156,Ngn3 high EP
3493,3.5948684,-4.2124095,Pre-endocrine
3494,4.3551087,2.5171325,Beta
3495,5.716337,1.6469313,Beta
3496,-0.35603976,-4.2525587,Ngn3 high EP
3497,7.870039,0.40229726,Alpha
3498,3.1867445,-4.7475724,Pre-endocrine
3499,-9.954683,0.17787698,Ductal
3500,7.091958,1.301291,Alpha
3501,3.2014368,-4.432391,Pre-endocrine
3502,-8.996721,4.291045,Ngn3 low EP
3503,6.468232,3.1820712,Alpha
3504,3.108981,-3.8797767,Pre-endocrine
3505,-5.9222045,-3.005804,Ngn3 high EP
3506,-10.95776,5.6794643,Ductal
3507,-5.4629283,-2.6486645,Ngn3 high EP
3508,4.862818,-3.1938758,Pre-endocrine
3509,3.1507862,1.1691835,Epsilon
3510,4.654796,-3.1314163,Pre-endocrine
3511,-11.617738,5.1574535,Ductal
3512,8.402873,3.8782508,Alpha
3513,-9.919706,-1.310924,Ductal
3514,8.216265,4.5281096,Alpha
3515,-0.3319835,-3.740317,Ngn3 high EP
3516,-7.9092774,-1.4294064,Ngn3 low EP
3517,-8.678429,-1.5775795,Ductal
3518,-7.448922,-1.7568427,Ngn3 low EP
3519,6.2141166,1.8179153,Alpha
3520,6.224984,3.0119598,Alpha
3521,-10.565362,-0.85899585,Ductal
3522,0.60398644,-3.521555,Ngn3 high EP
3523,5.9296637,-1.6748109,Pre-endocrine
3524,2.863865,-4.564295,Pre-endocrine
3525,4.7716503,-3.5408416,Pre-endocrine
3526,6.475962,4.438973,Alpha
3527,-0.7945462,-5.075107,Ngn3 high EP
3528,2.904419,2.145964,Epsilon
3529,3.6781886,4.5114694,Beta
3530,4.8613014,4.6667576,Beta
3531,-10.614386,0.17043035,Ngn3 low EP
3532,2.8767307,4.6072197,Beta
3533,0.22147028,-5.0819106,Ngn3 high EP
3534,4.2128544,-4.2525635,Pre-endocrine
3535,5.0978513,1.9720808,Beta
3536,-0.3845411,-4.8530045,Ngn3 high EP
3537,-8.233152,-2.0855274,Ngn3 high EP
3538,-8.331946,-1.4161415,Ductal
3539,5.7475567,-0.9998253,Pre-endocrine
3540,7.3445635,2.7520552,Alpha
3541,-9.274789,2.4365058,Ngn3 low EP
3542,4.8345356,-3.7305968,Pre-endocrine
3543,3.3451712,-3.8347437,Pre-endocrine
3544,2.1004143,5.514459,Beta
3545,-6.8648562,-2.0709584,Ngn3 high EP
3546,-7.227049,-2.309756,Ngn3 high EP
3547,-12.227198,1.4833428,Ductal
3548,8.226557,-1.0596043,Delta
3549,2.559056,-3.8532586,Pre-endocrine
3550,-0.46086085,-5.075161,Ngn3 high EP
3551,9.541881,-1.0983233,Delta
3552,-6.017226,-2.5456953,Ngn3 high EP
3553,-5.4290066,-3.0425963,Ngn3 high EP
3554,4.21249,2.1510196,Epsilon
3555,-8.997068,3.420043,Ductal
3556,5.8887773,-0.73586607,Pre-endocrine
3557,-8.8812065,0.17045636,Ductal
3558,5.5875163,-2.411594,Pre-endocrine
3559,-1.4442469,-4.9086175,Ngn3 high EP
3560,3.3783255,-1.3445677,Pre-endocrine
3561,-8.74317,-1.082224,Ngn3 low EP
3562,1.5102974,-0.91830504,Epsilon
3563,4.941939,3.2710443,Beta
3564,-9.95595,4.750318,Ductal
3565,7.459807,4.111363,Alpha
3566,6.283103,-1.0875101,Pre-endocrine
3567,-10.039596,0.11554109,Ngn3 low EP
3568,-10.810894,0.21843153,Ngn3 low EP
3569,5.171929,0.30798605,Beta
3570,3.9579084,5.092137,Beta
3571,2.86906,2.0928972,Epsilon
3572,-10.555318,5.9869385,Ductal
3573,-9.499289,2.9682546,Ductal
3574,-6.4037786,-2.715991,Ngn3 high EP
3575,-3.336478,-3.5888026,Ngn3 high EP
3576,-12.3520565,2.2830267,Ductal
3577,0.006408645,-4.153614,Ngn3 high EP
3578,-11.7743635,2.847076,Ductal
3579,3.772834,2.730947,Epsilon
3580,7.1090717,4.800615,Alpha
3581,-2.1880045,-3.900012,Ngn3 high EP
3582,7.0437155,-0.95194614,Pre-endocrine
3583,8.869451,-1.1857938,Delta
3584,5.375573,1.9540421,Beta
3585,6.3475695,4.128499,Alpha
3586,5.00156,0.4221755,Beta
3587,-0.44137344,-3.6494708,Ngn3 high EP
3588,-8.222092,2.51888,Ductal
3589,-12.193673,3.2265875,Ductal
3590,6.116655,-0.9403765,Pre-endocrine
3591,-2.1160378,-4.7431803,Ngn3 high EP
3592,-9.234973,-0.16616526,Ductal
3593,2.7483344,0.9637706,Epsilon
3594,6.969574,2.0368698,Alpha
3595,1.5702741,-3.97469,Ngn3 high EP
3596,-2.9508839,-3.87621,Ngn3 high EP
3597,5.330887,2.113447,Beta
3598,7.169775,1.2719516,Alpha
3599,-3.4221537,-4.4405327,Ngn3 high EP
3600,6.1178036,0.37118572,Beta
3601,-9.166187,-0.31840733,Ductal
3602,4.066785,3.451628,Beta
3603,-5.01142,-2.962405,Ngn3 high EP
3604,6.245828,1.5339768,Beta
3605,-10.954031,2.329907,Ductal
3606,-9.19039,-0.3584355,Ductal
3607,0.29909226,-4.588512,Ngn3 high EP
3608,1.3847989,-3.6980362,Pre-endocrine
3609,0.36767802,-3.9668787,Ngn3 high EP
3610,6.231789,-2.5219004,Pre-endocrine
3611,-9.837903,0.40915036,Ductal
3612,3.4184594,-3.6084757,Pre-endocrine
3613,-11.046195,0.9275813,Ductal
3614,-3.9182708,-3.673639,Ngn3 high EP
3615,8.411371,4.346409,Alpha
3616,7.6921897,5.072018,Alpha
3617,4.8890944,1.400193,Alpha
3618,5.0252347,1.9386641,Alpha
3619,5.914497,-0.5285374,Pre-endocrine
3620,-11.572729,-0.27604187,Ductal
3621,-0.46860677,-5.0079446,Ngn3 high EP
3622,6.198884,1.1098937,Beta
3623,6.0927315,0.96325684,Beta
3624,7.447835,1.2147665,Alpha
3625,-10.037354,-1.3374988,Ductal
3626,-10.184078,3.052631,Ductal
3627,7.1703153,1.2246561,Alpha
3628,4.7295847,-3.8556445,Pre-endocrine
3629,-11.894615,1.2088823,Ductal
3630,-10.639165,-1.0476626,Ductal
3631,3.669992,4.869215,Beta
3632,3.20081,-3.5350833,Pre-endocrine
3633,6.128602,-1.8068864,Pre-endocrine
3634,-11.312201,2.0118725,Ductal
3635,5.7593603,-2.9636247,Pre-endocrine
3636,2.3865051,1.4757226,Epsilon
3637,-9.6161,1.3125572,Ductal
3638,-10.234129,1.2768017,Ductal
3639,5.9128222,-0.45436925,Pre-endocrine
3640,-0.26440614,-3.8145878,Ngn3 high EP
3641,3.3046117,2.0274622,Epsilon
3642,-11.38193,4.045002,Ductal
3643,6.9821906,1.4817544,Alpha
3644,-1.0000678,-4.925156,Ngn3 high EP
3645,5.949341,-2.3861215,Pre-endocrine
3646,7.3871927,4.987564,Alpha
3647,-11.406801,0.69363064,Ductal
3648,-8.616263,2.9533086,Ductal
3649,5.845792,-0.1662216,Pre-endocrine
3650,-8.105682,-1.2903501,Ngn3 low EP
3651,1.6033494,-4.033241,Ngn3 high EP
3652,4.0759315,-3.5573661,Pre-endocrine
3653,-10.633813,-0.52305174,Ductal
3654,1.0375923,-4.2561026,Ngn3 high EP
3655,-5.790003,-3.0777917,Ngn3 high EP
3656,-10.551823,-1.1606503,Ductal
3657,-11.074209,5.736424,Ductal
3658,-10.5400095,-0.92726415,Ductal
3659,5.4632163,-1.0133234,Pre-endocrine
3660,2.3236043,6.225656,Beta
3661,-5.783449,-2.605802,Ngn3 high EP
3662,7.690058,2.7896829,Alpha
3663,-10.559081,-0.5690177,Ductal
3664,-9.315624,0.07144633,Ductal
3665,-11.593998,4.086425,Ductal
3666,4.2145505,2.793928,Beta
3667,-8.552623,0.6740054,Ductal
3668,-11.864051,4.368212,Ductal
3669,3.818511,4.4617643,Beta
3670,6.0799117,4.1871715,Alpha
3671,2.2372234,5.122345,Beta
3672,-11.080321,0.66266304,Ductal
3673,8.695528,-1.1252483,Delta
3674,4.7601285,-2.8684003,Pre-endocrine
3675,-7.7302036,-1.3971118,Ngn3 low EP
3676,-11.940071,2.1922762,Ductal
3677,-10.321405,0.68232834,Ductal
3678,6.568665,2.6076488,Alpha
3679,-9.542283,5.171164,Ductal
3680,-4.610063,-3.2278113,Ngn3 high EP
3681,5.330273,1.8977298,Beta
3682,3.910919,2.648445,Epsilon
3683,7.815907,5.2223816,Alpha
3684,-10.855444,5.7985606,Ductal
3685,1.8449681,5.7047763,Beta
3686,-10.972211,-0.12698655,Ductal
3687,-1.0752212,-3.7588599,Ngn3 high EP
3688,-6.7104497,-1.9975425,Ngn3 high EP
3689,5.4993143,2.3692968,Beta
3690,5.597419,0.08526592,Pre-endocrine
3691,4.7684717,-1.3883531,Pre-endocrine
3692,-1.8733351,-4.18265,Ngn3 high EP
3693,-9.88225,-0.105594136,Ductal
3694,6.6124244,4.531895,Alpha
3695,3.0710435,1.1204324,Epsilon
